Player,Comp,Age,Min,Gls,Ast,dribbles_successful,key_passes,duels_won,duels_total
Hong Hyunseok,de Bundesliga,25.0,530,0,1,0,0,0,1
Pierre Højbjerg,fr Ligue 1,28.0,2664,2,4,0,0,0,1
Oscar Højlund,de Bundesliga,19.0,722,1,0,0,0,0,1
Rasmus Højlund,eng Premier League,21.0,2004,4,0,0,0,0,1
Pablo Ibáñez,es La Liga,25.0,1294,1,1,0,0,0,1
Hafiz Ibrahim,fr Ligue 1,18.0,391,0,1,0,0,0,1
Arijon Ibrahimović,it Serie A,18.0,8,0,0,0,0,0,1
Arijon Ibrahimović,de Bundesliga,18.0,1,0,0,0,0,0,1
Stanis Idumbo,es La Liga,19.0,284,1,1,0,0,0,1
Jay Idzes,it Serie A,24.0,3127,1,0,0,0,0,1
Iglesias,es La Liga,26.0,2888,0,1,0,0,0,1
Borja Iglesias,es La Liga,31.0,1952,11,3,0,0,0,1
Igor,eng Premier League,26.0,961,0,0,0,0,0,1
Kelechi Iheanacho,es La Liga,27.0,400,0,0,0,0,0,1
Jonathan Ikone,it Serie A,26.0,540,2,0,0,0,0,1
Jonathan Ikone,it Serie A,26.0,334,0,0,0,0,0,1
George Ilenikhena,fr Ligue 1,17.0,717,3,2,0,0,0,1
Andrej Ilic,de Bundesliga,24.0,937,7,0,0,0,0,1
Ivan Ilić,it Serie A,23.0,920,1,0,0,0,0,1
Rareş Ilie,fr Ligue 1,21.0,13,0,0,0,0,0,1
Samuel Iling-Junior,it Serie A,20.0,118,1,0,0,0,0,1
Danny Ings,eng Premier League,32.0,284,1,2,0,0,0,1
Alessio Iovine,it Serie A,33.0,387,0,0,0,0,0,1
Tim Iroegbunam,eng Premier League,21.0,574,0,1,0,0,0,1
Jackson Irvine,de Bundesliga,31.0,2610,0,6,0,0,0,1
Andy Irving,eng Premier League,24.0,166,0,0,0,0,0,1
Alexander Isak,eng Premier League,24.0,2756,23,6,0,0,0,1
Gustav Isaksen,it Serie A,23.0,2210,4,2,0,0,0,1
Isco,es La Liga,32.0,1547,9,8,0,0,0,1
Ismaily,fr Ligue 1,34.0,904,0,1,0,0,0,1
Ardian Ismajli,it Serie A,27.0,2508,0,0,0,0,0,1
Yanis Issoufou,fr Ligue 1,17.0,77,0,0,0,0,0,1
Ko Itakura,de Bundesliga,27.0,2790,3,0,0,0,0,1
Hiroki Ito,de Bundesliga,25.0,250,1,0,0,0,0,1
Junya Ito,fr Ligue 1,31.0,2690,4,3,0,0,0,1
Diego Iturralde,es La Liga,21.0,37,0,0,0,0,0,1
Marko Ivezić,de Bundesliga,22.0,1657,0,0,0,0,0,1
Alex Iwobi,eng Premier League,28.0,2981,9,6,0,0,0,1
Armando Izzo,it Serie A,32.0,2435,1,1,0,0,0,1
Fellipe Jack,it Serie A,18.0,171,0,0,0,0,0,1
Nicolas Jackson,eng Premier League,23.0,2220,10,5,0,0,0,1
Jérémy Jacquet,fr Ligue 1,19.0,927,0,1,0,0,0,1
Lee Jae-sung,de Bundesliga,31.0,2650,7,6,0,0,0,1
Ivan Jaime Pajuelo,es La Liga,23.0,297,0,0,0,0,0,1
Kristijan Jakić,de Bundesliga,27.0,2306,0,1,0,0,0,1
Karl Jakob Hein,es La Liga,22.0,2790,0,0,0,0,0,1
Ismail Jakobs,fr Ligue 1,24.0,180,0,0,0,0,0,1
Jordan James,fr Ligue 1,20.0,1178,0,1,0,0,0,1
Reece James,eng Premier League,24.0,1063,1,1,0,0,0,1
Vitaly Janelt,eng Premier League,26.0,2254,1,3,0,0,0,1
Adnan Januzaj,es La Liga,29.0,598,2,1,0,0,0,1
Luca Jaquez,de Bundesliga,21.0,253,0,0,0,0,0,1
Vitezslav Jaros,eng Premier League,23.0,12,0,0,0,0,0,1
Ali Jasim,it Serie A,20.0,10,0,0,0,0,0,1
Mikel Jauregizar,es La Liga,20.0,2244,2,1,0,0,0,1
Dominik Javorček,de Bundesliga,21.0,386,0,2,0,0,0,1
Gaby Jean,it Serie A,24.0,1388,0,0,0,0,0,1
Daniel Jebbison,eng Premier League,20.0,119,1,0,0,0,0,1
Finn Jeltsch,de Bundesliga,18.0,780,0,0,0,0,0,1
Malcolm Jeng,fr Ligue 1,19.0,107,0,0,0,0,0,1
Fredrik Jensen,de Bundesliga,26.0,763,0,0,0,0,0,1
Mathias Jensen,eng Premier League,28.0,862,0,2,0,0,0,1
Moritz Jenz,de Bundesliga,25.0,1600,0,0,0,0,0,1
Gabriel Jesus,eng Premier League,27.0,608,3,0,0,0,0,1
Juan Jesus,it Serie A,33.0,1074,0,1,0,0,0,1
Alejandro Jiménez,it Serie A,19.0,1266,0,1,0,0,0,1
Raúl Jiménez,eng Premier League,33.0,2494,12,3,0,0,0,1
Kim Jisoo,eng Premier League,19.0,30,0,0,0,0,0,1
João Pedro,eng Premier League,22.0,1948,10,6,0,0,0,1
John Joe,es La Liga,20.0,48,0,0,0,0,0,1
John Joe,fr Ligue 1,20.0,545,0,0,0,0,0,1
Joelinton,eng Premier League,27.0,2393,4,3,0,0,0,1
Jofre,es La Liga,23.0,2165,3,3,0,0,0,1
Þórir Jóhann Helgason,it Serie A,23.0,1156,0,4,0,0,0,1
Carl Johansson,de Bundesliga,30.0,568,0,0,0,0,0,1
Ben Johnson,eng Premier League,24.0,1354,1,2,0,0,0,1
Brennan Johnson,eng Premier League,23.0,2177,11,3,0,0,0,1
Karl-Johan Johnsson,fr Ligue 1,34.0,270,0,0,0,0,0,1
Sam Johnstone,eng Premier League,31.0,630,0,0,0,0,0,1
Paul Joly,fr Ligue 1,24.0,1009,0,1,0,0,0,1
Curtis Jones,eng Premier League,23.0,1712,3,3,0,0,0,1
Frenkie de Jong,es La Liga,27.0,1143,2,2,0,0,0,1
Joan Jordán,es La Liga,30.0,1414,5,2,0,0,0,1
Jorginho,eng Premier League,32.0,704,0,0,0,0,0,1
Jesse Joronen,it Serie A,31.0,703,0,0,0,0,0,1
Jota,fr Ligue 1,25.0,334,1,0,0,0,0,1
Diogo Jota,eng Premier League,27.0,1196,6,3,0,0,0,1
Antoine Joujou,fr Ligue 1,21.0,943,0,2,0,0,0,1
Luka Jović,it Serie A,26.0,557,2,0,0,0,0,1
Juanmi,es La Liga,31.0,696,0,0,0,0,0,1
Juanmi,es La Liga,31.0,244,0,0,0,0,0,1
Juanpe,es La Liga,33.0,727,0,0,0,0,0,1
Jubal,fr Ligue 1,30.0,2640,6,0,0,0,0,1
Anthony Jung,de Bundesliga,32.0,1898,0,0,0,0,0,1
Luiz Lúcio Reis Júnior,es La Liga,23.0,1458,0,0,0,0,0,1
Hamed Junior Traorè,fr Ligue 1,24.0,2093,10,2,0,0,0,1
Vinicius Júnior,es La Liga,24.0,2253,11,8,0,0,0,1
Josip Juranović,de Bundesliga,28.0,1159,0,1,0,0,0,1
David Jurásek,de Bundesliga,23.0,619,0,1,0,0,0,1
Stanko Jurić,es La Liga,27.0,1729,0,0,0,0,0,1
James Justin,eng Premier League,26.0,2912,2,2,0,0,0,1
Filip Jørgensen,eng Premier League,22.0,540,0,0,0,0,0,1
Mohamed Kaba,it Serie A,22.0,452,0,0,0,0,0,1
Yusuf Kabadayı,de Bundesliga,20.0,71,1,0,0,0,0,1
Almugera Kabar,de Bundesliga,18.0,137,0,0,0,0,0,1
Christian Kabasele,it Serie A,33.0,1161,2,0,0,0,0,1
Issa Kaboré,de Bundesliga,23.0,308,0,0,0,0,0,1
Yaya Kader Fofana,fr Ligue 1,20.0,634,1,1,0,0,0,1
Pavel Kadeřábek,de Bundesliga,32.0,1576,2,0,0,0,0,1
Tino Kadewere,fr Ligue 1,28.0,512,1,2,0,0,0,1
Ferdi Kadioglu,eng Premier League,24.0,385,1,0,0,0,0,1
Arnaud Kalimuendo,fr Ligue 1,22.0,2578,17,3,0,0,0,1
Pierre Kalulu,it Serie A,24.0,2337,1,0,0,0,0,1
Justin-Noël Kalumba,fr Ligue 1,19.0,31,0,0,0,0,0,1
Daichi Kamada,eng Premier League,27.0,1564,0,0,0,0,0,1
Waren Kamanzi,fr Ligue 1,23.0,1022,1,1,0,0,0,1
Boubacar Kamara,eng Premier League,24.0,1726,1,0,0,0,0,1
Glen Kamara,fr Ligue 1,28.0,662,0,1,0,0,0,1
Hassane Kamara,it Serie A,30.0,2001,1,4,0,0,0,1
Noham Kamara,fr Ligue 1,17.0,76,0,0,0,0,0,1
Willy Kambwala,es La Liga,19.0,1117,0,0,0,0,0,1
Jakub Kamiński,de Bundesliga,22.0,1130,0,2,0,0,0,1
Kevin Kampl,de Bundesliga,33.0,1593,1,0,0,0,0,1
Nordine Kandil,fr Ligue 1,22.0,10,0,0,0,0,0,1
Harry Kane,de Bundesliga,31.0,2381,26,9,0,0,0,1
Lee Kang-in,fr Ligue 1,23.0,1663,6,6,0,0,0,1
Yann Karamoh,it Serie A,26.0,1046,0,1,0,0,0,1
Atakan Karazor,de Bundesliga,27.0,2618,2,4,0,0,0,1
Jesper Karlsson,it Serie A,26.0,298,1,0,0,0,0,1
Jesper Karlsson,it Serie A,26.0,495,1,0,0,0,0,1
Jesper Karlström,it Serie A,29.0,3186,0,3,0,0,0,1
Lior Kasa,it Serie A,18.0,230,0,0,0,0,0,1
Grigoris Kastanos,it Serie A,26.0,872,1,1,0,0,0,1
Mikkel Kaufmann,de Bundesliga,23.0,372,0,0,0,0,0,1
Joachim Kayi Sanda,eng Premier League,17.0,14,0,0,0,0,0,1
Michael Kayode,eng Premier League,20.0,528,0,1,0,0,0,1
Michael Kayode,it Serie A,20.0,127,0,0,0,0,0,1
Moise Kean,it Serie A,24.0,2615,17,3,0,0,0,1
Michael Keane,eng Premier League,31.0,1049,3,0,0,0,0,1
Yassine Kechta,fr Ligue 1,22.0,2096,2,0,0,0,0,1
Thilo Kehrer,fr Ligue 1,27.0,2383,4,0,0,0,0,1
Abdoulaye Keita,es La Liga,21.0,95,0,0,0,0,0,1
Mandela Keita,it Serie A,22.0,1826,0,2,0,0,0,1
Yannik Keitel,de Bundesliga,24.0,270,0,0,0,0,0,1
Andu Kelati,de Bundesliga,21.0,288,1,1,0,0,0,1
Caoimhín Kelleher,eng Premier League,25.0,900,0,0,0,0,0,1
Thomas Keller,de Bundesliga,24.0,148,0,0,0,0,0,1
Lloyd Kelly,eng Premier League,25.0,303,0,1,0,0,0,1
Lloyd Kelly,it Serie A,25.0,1013,0,0,0,0,0,1
Aljoscha Kemlein,de Bundesliga,19.0,922,1,0,0,0,0,1
Marc-Oliver Kempf,it Serie A,29.0,2615,0,0,0,0,0,1
Kenedy,es La Liga,28.0,9,0,0,0,0,0,1
Luca Kerber,de Bundesliga,22.0,783,2,0,0,0,0,1
Milos Kerkez,eng Premier League,20.0,3336,2,5,0,0,0,1
Reda Khadra,fr Ligue 1,23.0,78,0,0,0,0,0,1
Bilal El Khannouss,eng Premier League,20.0,2182,2,3,0,0,0,1
Wahbi Khazri,fr Ligue 1,33.0,1118,1,1,0,0,0,1
Rani Khedira,de Bundesliga,30.0,2723,1,1,0,0,0,1
Abdukodir Khusanov,eng Premier League,20.0,503,0,0,0,0,0,1
Abdukodir Khusanov,fr Ligue 1,20.0,975,0,0,0,0,0,1
Kialonda,it Serie A,26.0,2144,0,1,0,0,0,1
Kiké,es La Liga,34.0,2542,13,0,0,0,0,1
Max Kilman,eng Premier League,27.0,3348,0,1,0,0,0,1
Joshua Kimmich,de Bundesliga,29.0,2847,3,7,0,0,0,1
Presnel Kimpembe,fr Ligue 1,28.0,23,0,0,0,0,0,1
Joshua King,eng Premier League,17.0,130,0,0,0,0,0,1
Joshua King,fr Ligue 1,32.0,1673,6,3,0,0,0,1
Tom King,eng Premier League,29.0,1,0,0,0,0,0,1
Antonín Kinský,eng Premier League,21.0,540,0,0,0,0,0,1
Cédric Kipré,fr Ligue 1,27.0,2190,0,1,0,0,0,1
Jakub Kiwior,eng Premier League,24.0,1122,1,0,0,0,0,1
Tim Kleindienst,de Bundesliga,28.0,2737,16,7,0,0,0,1
Lukas Klostermann,de Bundesliga,28.0,1838,1,0,0,0,0,1
Justin Kluivert,eng Premier League,25.0,2340,12,6,0,0,0,1
Ansgar Knauff,de Bundesliga,22.0,1597,4,5,0,0,0,1
Magnus Knudsen,de Bundesliga,23.0,1850,0,1,0,0,0,1
Gregor Kobel,de Bundesliga,26.0,2880,0,0,0,0,0,1
Robin Koch,de Bundesliga,28.0,2586,3,0,0,0,0,1
Hervé Koffi,fr Ligue 1,27.0,450,0,0,0,0,0,1
Magnus Kofod Andersen,it Serie A,25.0,695,1,1,0,0,0,1
Derrick Köhn,de Bundesliga,25.0,1343,2,2,0,0,0,1
Philipp Köhn,fr Ligue 1,26.0,1710,0,0,0,0,0,1
Dominik Kohr,de Bundesliga,30.0,2295,2,0,0,0,0,1
Koka,fr Ligue 1,31.0,851,3,1,0,0,0,1
Koke,es La Liga,32.0,1926,1,1,0,0,0,1
Sead Kolašinac,it Serie A,31.0,1903,0,2,0,0,0,1
Randal Kolo Muani,it Serie A,25.0,1160,8,1,0,0,0,1
Randal Kolo Muani,fr Ligue 1,25.0,358,2,1,0,0,0,1
Marco Komenda,de Bundesliga,27.0,1307,0,0,0,0,0,1
Mert Kömür,de Bundesliga,19.0,654,2,1,0,0,0,1
Ibrahima Konaté,eng Premier League,25.0,2560,1,2,0,0,0,1
Ismael Konate,it Serie A,18.0,116,0,1,0,0,0,1
Geoffrey Kondogbia,fr Ligue 1,31.0,2020,0,0,0,0,0,1
Abdoul Koné,fr Ligue 1,19.0,133,0,0,0,0,0,1
Amadou Koné,fr Ligue 1,19.0,1293,0,0,0,0,0,1
Ismaël Koné,fr Ligue 1,22.0,360,0,0,0,0,0,1
Ismaël Koné,fr Ligue 1,22.0,469,2,1,0,0,0,1
Manu Koné,it Serie A,23.0,2572,2,1,0,0,0,1
Ezri Konsa,eng Premier League,26.0,2936,2,0,0,0,0,1
Teun Koopmeiners,it Serie A,26.0,1994,3,3,0,0,0,1
Kacper Koscierski,de Bundesliga,17.0,7,0,0,0,0,0,1
Odilon Kossounou,it Serie A,23.0,1125,0,0,0,0,0,1
Christian Kouamé,it Serie A,26.0,622,0,1,0,0,0,1
Christian Kouamé,it Serie A,26.0,507,1,0,0,0,0,1
Henri Koudossou,de Bundesliga,24.0,748,0,0,0,0,0,1
Konstantinos Koulierakis,de Bundesliga,20.0,2468,0,2,0,0,0,1
Emmanuel Koum Mbondo,fr Ligue 1,18.0,12,0,0,0,0,0,1
Jules Koundé,es La Liga,25.0,2605,2,3,0,0,0,1
Boubakar Kouyaté,fr Ligue 1,27.0,756,0,0,0,0,0,1
Mateo Kovačić,eng Premier League,30.0,2198,6,2,0,0,0,1
Viktor Kovalenko,it Serie A,28.0,77,0,0,0,0,0,1
Matej Kovar,de Bundesliga,24.0,450,0,0,0,0,0,1
Mateusz Kowalski,it Serie A,19.0,56,0,0,0,0,0,1
Goduine Koyalipou,fr Ligue 1,24.0,885,4,0,0,0,0,1
Caleb Kporha,eng Premier League,18.0,13,0,0,0,0,0,1
Emil Krafth,eng Premier League,29.0,342,0,0,0,0,0,1
Alex Král,es La Liga,26.0,2714,0,1,0,0,0,1
Andrej Kramarić,de Bundesliga,33.0,2767,11,8,0,0,0,1
Frans Krätzig,de Bundesliga,21.0,1217,1,2,0,0,0,1
Frans Krätzig,de Bundesliga,21.0,56,0,0,0,0,0,1
Tom Krauß,de Bundesliga,23.0,1077,0,0,0,0,0,1
Ladislav Krejčí,es La Liga,25.0,2440,2,0,0,0,0,1
Rasmus Kristensen,de Bundesliga,27.0,2513,5,3,0,0,0,1
Thomas Kristensen,it Serie A,22.0,1754,1,0,0,0,0,1
Nikola Krstović,it Serie A,24.0,3057,11,5,0,0,0,1
Lukas Kübler,de Bundesliga,31.0,1842,5,1,0,0,0,1
Takefusa Kubo,es La Liga,23.0,2372,5,0,0,0,0,1
Mohammed Kudus,eng Premier League,23.0,2590,5,3,0,0,0,1
Dejan Kulusevski,eng Premier League,24.0,2389,7,4,0,0,0,1
Sael Kumbedi,fr Ligue 1,19.0,951,0,0,0,0,0,1
Marash Kumbulla,es La Liga,24.0,2972,3,0,0,0,0,1
Jonah Kusi-Asare,de Bundesliga,17.0,3,0,0,0,0,0,1
Daler Kuzyaev,fr Ligue 1,31.0,567,1,0,0,0,0,1
Khvicha Kvaratskhelia,it Serie A,23.0,1178,5,3,0,0,0,1
Khvicha Kvaratskhelia,fr Ligue 1,23.0,916,4,3,0,0,0,1
Moritz-Broni Kwarteng,de Bundesliga,26.0,172,0,0,0,0,0,1
Giorgos Kyriakopoulos,it Serie A,28.0,2845,2,4,0,0,0,1
Luca de la Torre,es La Liga,26.0,4,0,0,0,0,0,1
Rémy Labeau Lascary,fr Ligue 1,21.0,637,2,1,0,0,0,1
Gaëtan Laborde,fr Ligue 1,30.0,1829,11,4,0,0,0,1
Nediljko Labrović,de Bundesliga,24.0,1350,0,0,0,0,0,1
Alexandre Lacazette,fr Ligue 1,33.0,2051,15,2,0,0,0,1
Younes Lachaab,fr Ligue 1,19.0,9,0,0,0,0,0,1
Maxence Lacroix,eng Premier League,24.0,3116,1,1,0,0,0,1
Alban Lafont,fr Ligue 1,25.0,1080,0,0,0,0,0,1
Yoel Lago,es La Liga,20.0,583,0,1,0,0,0,1
Konrad Laimer,de Bundesliga,27.0,1699,2,2,0,0,0,1
Stefan Lainer,de Bundesliga,31.0,757,1,0,0,0,0,1
Kenny Lala,fr Ligue 1,32.0,2686,3,2,0,0,0,1
Adam Lallana,eng Premier League,36.0,361,0,2,0,0,0,1
Mathis Lambourde,it Serie A,18.0,89,1,0,0,0,0,1
Mohamed Lamine Bayo,fr Ligue 1,26.0,309,2,1,0,0,0,1
Tariq Lamptey,eng Premier League,23.0,860,2,2,0,0,0,1
Will Lankshear,eng Premier League,19.0,11,0,0,0,0,0,1
Gianluca Lapadula,it Serie A,34.0,310,0,0,0,0,0,1
Cyle Larin,es La Liga,29.0,1764,7,2,0,0,0,1
Gautier Larsonneur,fr Ligue 1,27.0,3060,0,0,0,0,0,1
Hugo Larsson,de Bundesliga,20.0,2393,3,1,0,0,0,1
Juanmi Latasa,es La Liga,23.0,1398,3,0,0,0,0,1
Toni Lato,es La Liga,26.0,621,0,0,0,0,0,1
Roméo Lavia,eng Premier League,20.0,797,0,1,0,0,0,1
Valentino Lazaro,it Serie A,28.0,2307,0,6,0,0,0,1
Darko Lazović,it Serie A,33.0,1459,2,3,0,0,0,1
Manuel Lazzari,it Serie A,30.0,1406,0,1,0,0,0,1
Julien Le Cardinal,fr Ligue 1,26.0,1378,0,1,0,0,0,1
Jérémy Le Douaron,fr Ligue 1,26.0,102,0,0,0,0,0,1
Enzo Le Fée,it Serie A,24.0,318,0,0,0,0,0,1
Robin Le Normand,es La Liga,27.0,2151,1,0,0,0,0,1
Nicola Leali,it Serie A,31.0,2610,0,0,0,0,0,1
Rafael Leão,it Serie A,25.0,2323,8,8,0,0,0,1
Benjamin Lecomte,fr Ligue 1,33.0,2700,0,0,0,0,0,1
Pierre Lees-Melou,fr Ligue 1,31.0,1526,2,2,0,0,0,1
Jordan Lefort,fr Ligue 1,30.0,3060,0,1,0,0,0,1
Diogo Leite,de Bundesliga,25.0,2546,1,2,0,0,0,1
Maxim Leitsch,de Bundesliga,26.0,674,1,0,0,0,0,1
Florian Lejeune,es La Liga,33.0,3325,2,3,0,0,0,1
Stefan Lekovic,it Serie A,20.0,367,0,0,0,0,0,1
Iñigo Lekue,es La Liga,31.0,773,0,0,0,0,0,1
Nunzio Lella,it Serie A,24.0,5,0,0,0,0,0,1
Thomas Lemar,es La Liga,28.0,85,0,0,0,0,0,1
Félix Lemaréchal,fr Ligue 1,20.0,1779,4,3,0,0,0,1
Mario Lemina,eng Premier League,30.0,1364,1,3,0,0,0,1
Clément Lenglet,es La Liga,29.0,1972,2,1,0,0,0,1
Bernd Leno,eng Premier League,32.0,3420,0,1,0,0,0,1
Donovan Léon,fr Ligue 1,31.0,2880,0,2,0,0,0,1
Giovanni Leoni,it Serie A,17.0,1199,1,0,0,0,0,1
Esteban Lepaul,fr Ligue 1,24.0,1629,9,0,0,0,0,1
Johann Lepenant,fr Ligue 1,21.0,2048,2,1,0,0,0,1
Jefferson Lerma,eng Premier League,29.0,2274,0,1,0,0,0,1
Louis Leroux,fr Ligue 1,18.0,816,2,1,0,0,0,1
Robert Lewandowski,es La Liga,35.0,2667,27,2,0,0,0,1
Jamie Leweling,de Bundesliga,23.0,1663,2,2,0,0,0,1
Rico Lewis,eng Premier League,19.0,1893,1,2,0,0,0,1
Keane Lewis-Potter,eng Premier League,23.0,3093,1,3,0,0,0,1
Myles Lewis-Skelly,eng Premier League,17.0,1369,1,0,0,0,0,1
Ben Lhassine Kone,it Serie A,24.0,51,0,0,0,0,0,1
Mattia Liberali,it Serie A,17.0,61,0,0,0,0,0,1
Philipp Lienhart,de Bundesliga,28.0,2770,1,0,0,0,0,1
Matthijs de Ligt,eng Premier League,24.0,2123,2,0,0,0,0,1
Pedro Lima,eng Premier League,18.0,70,0,0,0,0,0,1
Victor Lindelöf,eng Premier League,30.0,704,0,0,0,0,0,1
Jesper Lindstrøm,eng Premier League,24.0,1239,0,1,0,0,0,1
Karol Linetty,it Serie A,29.0,1540,1,0,0,0,0,1
Samuel Lino,es La Liga,24.0,1552,3,4,0,0,0,1
Pol Lirola,fr Ligue 1,26.0,680,1,2,0,0,0,1
Dailon Livramento,it Serie A,23.0,940,1,1,0,0,0,1
Valentino Livramento,eng Premier League,21.0,2840,0,1,0,0,0,1
Marin Ljubicic,de Bundesliga,22.0,281,1,1,0,0,0,1
Javier Llabrés,es La Liga,21.0,57,0,0,0,0,0,1
Diego Llorente,es La Liga,30.0,2519,2,0,0,0,0,1
Marcos Llorente,es La Liga,29.0,2513,2,4,0,0,0,1
Gautier Lloris,fr Ligue 1,29.0,2768,2,1,0,0,0,1
Giovani Lo Celso,es La Liga,28.0,1457,8,3,0,0,0,1
Stanislav Lobotka,it Serie A,29.0,2636,0,1,0,0,0,1
Manuel Locatelli,it Serie A,26.0,2822,2,2,0,0,0,1
Bradley Locko,fr Ligue 1,22.0,97,0,0,0,0,0,1
Ruben Loftus-Cheek,it Serie A,28.0,1037,0,0,0,0,0,1
Elysée Logbo,fr Ligue 1,20.0,27,0,0,0,0,0,1
Enzo Loiodice,es La Liga,23.0,684,0,0,0,0,0,1
Sean Longstaff,eng Premier League,26.0,798,0,0,0,0,0,1
Ademola Lookman,it Serie A,26.0,2247,15,5,0,0,0,1
Anthony Lopes,fr Ligue 1,33.0,1563,0,0,0,0,0,1
David López,es La Liga,21.0,169,0,0,0,0,0,1
David López,es La Liga,34.0,2429,1,1,0,0,0,1
Diego López,es La Liga,22.0,2737,8,5,0,0,0,1
Fer López,es La Liga,,671,2,0,0,0,0,1
Fermin López,es La Liga,21.0,1252,6,5,0,0,0,1
Javi López,es La Liga,22.0,1936,0,0,0,0,0,1
Pau López,es La Liga,29.0,45,0,0,0,0,0,1
Roberto López,es La Liga,24.0,396,0,1,0,0,0,1
Unai López,es La Liga,28.0,1707,3,1,0,0,0,1
Iker Losada,es La Liga,22.0,358,1,0,0,0,0,1
Iker Losada,es La Liga,22.0,336,0,0,0,0,0,1
Anthony Losilla,de Bundesliga,38.0,1137,0,0,0,0,0,1
Jordan Lotomba,fr Ligue 1,25.0,35,0,0,0,0,0,1
Tom Louchet,fr Ligue 1,21.0,775,1,0,0,0,0,1
Sandi Lovrić,it Serie A,26.0,2308,2,3,0,0,0,1
Pol Lozano,es La Liga,24.0,1943,0,1,0,0,0,1
Lorenzo Lucca,it Serie A,23.0,2353,12,1,0,0,0,1
Jhon Lucumí,it Serie A,26.0,2614,0,1,0,0,0,1
Yannik Lührs,de Bundesliga,20.0,127,0,0,0,0,0,1
José Luis Gayà,es La Liga,29.0,1803,0,1,0,0,0,1
José Luis Palomino,it Serie A,34.0,1081,1,0,0,0,0,1
Douglas Luiz,it Serie A,26.0,529,0,0,0,0,0,1
Romelu Lukaku,it Serie A,31.0,2843,14,10,0,0,0,1
Castello Lukeba,de Bundesliga,21.0,1577,0,0,0,0,0,1
Dodi Lukebakio,es La Liga,26.0,3092,11,2,0,0,0,1
Saša Lukić,eng Premier League,27.0,2344,0,2,0,0,0,1
Milos Lukovic,fr Ligue 1,18.0,12,0,0,0,0,0,1
Joe Lumley,eng Premier League,29.0,270,0,0,0,0,0,1
Daniel Luna,es La Liga,21.0,20,0,0,0,0,0,1
Andriy Lunin,es La Liga,25.0,630,0,1,0,0,0,1
Massimo Luongo,eng Premier League,31.0,201,0,0,0,0,0,1
Sebastiano Luperto,it Serie A,27.0,3240,1,3,0,0,0,1
Zito Luvumbo,it Serie A,22.0,1606,2,2,0,0,0,1
Charalambos Lykogiannis,it Serie A,30.0,1048,0,4,0,0,0,1
Senne Lynen,de Bundesliga,25.0,2733,0,1,0,0,0,1
Mathias Løvik,it Serie A,20.0,92,0,0,0,0,0,1
Othmane Maamma,fr Ligue 1,18.0,361,1,1,0,0,0,1
Ian Maatsen,eng Premier League,22.0,1139,1,2,0,0,0,1
Alexis Mac Allister,eng Premier League,25.0,2599,5,5,0,0,0,1
Deiver Machado,fr Ligue 1,30.0,1805,1,4,0,0,0,1
Lanroy Machine,fr Ligue 1,18.0,8,0,0,0,0,0,1
Shuto Machino,de Bundesliga,24.0,1953,11,2,0,0,0,1
Darwin Machís,es La Liga,31.0,639,0,1,0,0,0,1
Yvann Macon,fr Ligue 1,25.0,790,0,0,0,0,0,1
James Maddison,eng Premier League,27.0,1809,9,7,0,0,0,1
Eros Maddy,fr Ligue 1,23.0,15,0,0,0,0,0,1
Noni Madueke,eng Premier League,22.0,2033,7,3,0,0,0,1
Pablo Maffeo,es La Liga,27.0,2368,0,2,0,0,0,1
Gabriel Magalhães,eng Premier League,26.0,2363,3,1,0,0,0,1
Soungoutou Magassa,fr Ligue 1,20.0,1025,0,1,0,0,0,1
Edmond-Paris Maghoma,eng Premier League,23.0,119,0,0,0,0,0,1
Giangiacomo Magnani,it Serie A,28.0,1065,1,0,0,0,0,1
Hugo Magnetti,fr Ligue 1,26.0,2323,1,0,0,0,0,1
Frank Magri,fr Ligue 1,24.0,1516,5,1,0,0,0,1
Harry Maguire,eng Premier League,31.0,1758,1,0,0,0,0,1
Jon Magunazelaia,es La Liga,23.0,7,0,0,0,0,0,1
Arne Maier,de Bundesliga,25.0,938,0,0,0,0,0,1
Mike Maignan,it Serie A,29.0,3294,0,0,0,0,0,1
Patrick Mainka,de Bundesliga,29.0,3060,1,1,0,0,0,1
Kobbie Mainoo,eng Premier League,19.0,1651,0,0,0,0,0,1
Ainsley Maitland-Niles,fr Ligue 1,26.0,1985,1,4,0,0,0,1
Radosław Majecki,fr Ligue 1,24.0,1350,0,0,0,0,0,1
Lovro Majer,de Bundesliga,26.0,304,2,1,0,0,0,1
Hamidou Makalou,fr Ligue 1,18.0,32,0,0,0,0,0,1
Jordy Makengo,de Bundesliga,22.0,745,0,0,0,0,0,1
Antoine Makoumbou,it Serie A,26.0,2150,0,3,0,0,0,1
Nikola Maksimović,fr Ligue 1,32.0,581,0,0,0,0,0,1
Tyrell Malacia,eng Premier League,24.0,100,0,0,0,0,0,1
Jarzinho Malanga,de Bundesliga,18.0,2,0,0,0,0,0,1
Julián Malatini,de Bundesliga,23.0,454,1,1,0,0,0,1
Daniel Maldini,it Serie A,22.0,1306,3,0,0,0,0,1
Daniel Maldini,it Serie A,22.0,258,3,0,0,0,0,1
Youssef Maleh,it Serie A,25.0,1510,0,1,0,0,0,1
Donyell Malen,eng Premier League,25.0,305,3,0,0,0,0,1
Donyell Malen,de Bundesliga,25.0,614,3,0,0,0,0,1
Ruslan Malinovskyi,it Serie A,31.0,383,0,2,0,0,0,1
